candidate,seed,mode,norm_t32,survival_t16,survival_t32,effective_rank_t32,cycle_period
candidate-39,101,autonomous,0.35173837284470827,0.4847389390807705,0.2806922331346346,3.9998950650538405,
candidate-39,101,driven,0.2929193676546554,0.49387921528850237,0.2927359104998566,3.999886801104157,
candidate-39,202,autonomous,0.19887925892714717,0.4508086039674335,0.21102798913904325,3.9998849661805553,
candidate-39,202,driven,0.1971251795000842,0.4507402948157051,0.21094741992629795,3.999885154601556,
candidate-39,303,autonomous,0.3876231337277034,0.4101264689122292,0.18476445830103047,3.999763022663517,
candidate-39,303,driven,0.3816732130166147,0.40868281762455794,0.18408266160330436,3.9997597599030623,
candidate-40,101,autonomous,0.3792421894130441,0.4926922266708461,0.296480522180957,3.9998692970483316,
candidate-40,101,driven,0.35394051396533815,0.4966696115343713,0.3029046193384749,3.999863401437306,
candidate-40,202,autonomous,0.19952950047314036,0.45256344748486077,0.2141818229443092,3.9998722914208775,
candidate-40,202,driven,0.19859845415167862,0.45254283502015086,0.21415829195398514,3.999872321060256,
candidate-40,303,autonomous,0.41747775459942005,0.4090159371607689,0.1879976253234228,3.9997263871696553,
candidate-40,303,driven,0.41304947285795107,0.40850428163645364,0.18785511865442683,3.999724194960167,
candidate-41,101,autonomous,0.3792421894130441,0.4926922266708461,0.296480522180957,3.9998692970483316,
candidate-41,101,driven,0.3121030890784202,0.5033649929710841,0.3115348906206594,3.9998564970245916,
candidate-41,202,autonomous,0.19952950047314036,0.45256344748486077,0.2141818229443092,3.9998722914208775,
candidate-41,202,driven,0.19805386010845474,0.4524846437471333,0.2140881677534172,3.9998725067672347,
candidate-41,303,autonomous,0.41747775459942005,0.4090159371607689,0.1879976253234228,3.9997263871696553,
candidate-41,303,driven,0.40912502495761266,0.4074676203497509,0.1874292104278425,3.9997222813938076,
candidate-42,101,autonomous,0.22710585240810477,0.505306496977171,0.2657792314143751,3.9999685037376915,
candidate-42,101,driven,0.21976423605809792,0.5051254248686292,0.26553063768128815,3.9999687238679376,
candidate-42,202,autonomous,0.17195175600682563,0.4584731658255093,0.21306370301282038,3.999942970491489,
candidate-42,202,driven,0.18701572753446608,0.4584318071308584,0.21302493155148108,3.99994303723103,
candidate-42,303,autonomous,0.25222019355717085,0.4049305327594984,0.17007342570501782,3.9999546854138464,
candidate-42,303,driven,0.2580131025293639,0.4051532921495395,0.1701780172059013,3.9999550711800747,
candidate-43,101,autonomous,0.3792421894130441,0.4926922266708461,0.296480522180957,3.9998692970483316,
candidate-43,101,driven,0.3121030890784202,0.5033649929710841,0.3115348906206594,3.9998564970245916,
candidate-43,202,autonomous,0.19952950047314036,0.45256344748486077,0.2141818229443092,3.9998722914208775,
candidate-43,202,driven,0.19805386010845474,0.4524846437471333,0.2140881677534172,3.9998725067672347,
candidate-43,303,autonomous,0.41747775459942005,0.4090159371607689,0.1879976253234228,3.9997263871696553,
candidate-43,303,driven,0.40912502495761266,0.4074676203497509,0.1874292104278425,3.9997222813938076,
candidate-44,101,autonomous,0.3792421894130441,0.4926922266708461,0.296480522180957,3.9998692970483316,
candidate-44,101,driven,0.3121030890784202,0.5033649929710841,0.3115348906206594,3.9998564970245916,
candidate-44,202,autonomous,0.19952950047314036,0.45256344748486077,0.2141818229443092,3.9998722914208775,
candidate-44,202,driven,0.19805386010845474,0.4524846437471333,0.2140881677534172,3.9998725067672347,
candidate-44,303,autonomous,0.41747775459942005,0.4090159371607689,0.1879976253234228,3.9997263871696553,
candidate-44,303,driven,0.40912502495761266,0.4074676203497509,0.1874292104278425,3.9997222813938076,
candidate-45,101,autonomous,0.3792421894130441,0.4926922266708461,0.296480522180957,3.9998692970483316,
candidate-45,101,driven,0.29320211978203037,0.5070861578263297,0.3122521540324724,3.9998578002322605,
candidate-45,202,autonomous,0.19952950047314036,0.45256344748486077,0.2141818229443092,3.9998722914208775,
candidate-45,202,driven,0.1992659678741575,0.45240409463003034,0.21398761700947413,3.9998728590338946,
candidate-45,303,autonomous,0.41747775459942005,0.4090159371607689,0.1879976253234228,3.9997263871696553,
candidate-45,303,driven,0.4117495602451902,0.40642897240965353,0.1868192516674007,3.9997236570930945,
